V1,V2
5.369496767,5
5.817854889,5.050251256
5.950329929,5.140703518
5.504214829,5.291457286
7.442787222,5.301507538
5.475575273,5.331658291
6.232212087,5.422110553
5.715031499,5.492462312
6.039202819,5.532663317
7.870246948,5.834170854
8.314775521,5.944723618
6.686560718,6.43718593
5.396194194,6.487437186
6.896912371,6.497487437
6.420872081,6.51758794
7.806266127,6.778894472
8.586181127,6.889447236
6.724582668,6.949748744
8.199615513,7.020100503
6.935317277,7.060301508
7.494650257,7.130653266
5.996530702,7.140703518
6.35131106,7.251256281
5.274551307,7.341708543
6.34991601,7.412060302
5.648233224,7.462311558
6.342721929,7.542713568
5,7.572864322
11.43249339,7.613065327
9.227439101,7.954773869
6.877463733,8.005025126
11.65020325,8.035175879
10.64954211,8.085427136
10.39271614,8.185929648
8.589873907,8.296482412
7.038496267,8.35678392
6.158657393,8.396984925
5.620113393,8.417085427
8.691138123,8.43718593
8.819373305,8.467336683
10.16931667,8.487437186
9.839592503,8.557788945
5.71754806,8.608040201
5.578836326,8.718592965
6.413103568,8.75879397
6.221708181,8.809045226
12.0000052,8.819095477
12.65395539,8.849246231
11.42655759,8.949748744
5.947375706,8.989949749
8.506088846,9.020100503
10.6253886,9.32160804
6.531245153,9.341708543
7.998318007,9.381909548
12.92295385,9.422110553
12.94694324,9.472361809
5.161524905,9.502512563
9.47898576,9.603015075
8.4443784,9.653266332
8.4443784,9.653266332
8.482181519,9.72361809
7.983191289,9.743718593
6.72250377,9.753768844
12.08045308,9.874371859
6.492621417,9.924623116
9.517089773,9.934673367
6.274829496,9.944723618
6.307353308,9.964824121
10.71212788,10.00502513
12.93581019,10.08542714
15.39276675,10.13567839
7.818274498,10.13567839
10.01854186,10.1758794
11.16623033,10.27638191
8.705580993,10.33668342
7.43955946,10.39698492
11.33514079,10.42713568
12.72056219,10.44723618
8.353536028,10.64824121
12.64224791,10.66834171
16.73256181,10.68844221
6.673841144,10.80904523
6.492977018,10.81909548
6.787004316,10.82914573
9.007294744,10.91959799
12.97544603,10.95979899
9.581699734,11.07035176
7.433568951,11.07035176
16.94567621,11.15075377
13.3875602,11.21105528
9.317132609,11.22110553
6.870762023,11.27135678
15.141986,11.32160804
7.762746038,11.32160804
6.759021255,11.34170854
14.85351155,11.36180905
18.99333604,11.42211055
18.86953219,11.62311558
8.422358493,11.64321608
11.60154063,11.88442211
11.36785608,12.06532663
11.36785608,12.06532663
9.425071182,12.09547739
16.75493731,12.27638191
11.15066594,12.36683417
14.80107408,12.39698492
18.04440116,12.40703518
10.97612057,12.64824121
18.01245178,12.87939698
18.01245178,12.87939698
7.804953139,12.91959799
21.86136732,13.08040201
9.326049987,13.24120603
5.007440267,13.34170854
8.304736632,13.4321608
12.56746229,13.47236181
14.2930297,13.51256281
12.25486168,13.53266332
5.73757113,13.54271357
14.87889598,13.54271357
15.6125008,13.70351759
8.687773591,13.8040201
6.177558952,13.83417085
19.31737059,13.94472362
6.823357677,14.05527638
10.95612486,14.15577889
5.989528098,14.2160804
10.08845848,14.27638191
9.964408445,14.29648241
19.83474265,14.30653266
9.27640262,14.31658291
18.61910704,14.34673367
18.61910704,14.34673367
6.530205704,14.42713568
6.34028743,14.45728643
18.15551279,14.48743719
18.15551279,14.48743719
13.54799095,14.51758794
7.774781764,14.53768844
21.27257417,14.53768844
15.80099667,14.5879397
6.078072741,14.72864322
9.988862851,14.78894472
9.004121689,14.79899497
17.03914456,14.80904523
9.121278533,14.83919598
9.949418497,14.92964824
19.17488401,14.94974874
19.69964164,15.09045226
20.61887016,15.10050251
19.71260739,15.18090452
14.24702041,15.36180905
19.819698,15.3919598
20.87419166,15.67336683
7.992163375,15.71356784
23.96953402,15.86432161
22.06797149,15.88442211
12.973203,15.96482412
23.33998353,15.98492462
12.80317103,15.98492462
6.466990792,16.01507538
19.28432705,16.02512563
28.73228936,16.02512563
22.35587151,16.1758794
22.95500444,16.1959799
12.70901883,16.1959799
20.46946304,16.2361809
19.17917858,16.25628141
5.349884006,16.27638191
12.44491673,16.30653266
15.83395814,16.31658291
18.35464933,16.39698492
15.63189473,16.43718593
5.469885658,16.43718593
20.12994617,16.50753769
19.03223331,16.52763819
5.69396898,16.55778894
16.96999384,16.55778894
8.597450943,16.74874372
17.57536347,16.89949749
5.824912201,16.92964824
6.774312097,16.94974874
10.23917858,17.10050251
14.53275947,17.12060302
26.81237234,17.14070352
7.745376298,17.14070352
5.795287904,17.24120603
11.60315451,17.27135678
5.841379261,17.32160804
13.39527401,17.3919598
32.81270114,17.42211055
19.29045433,17.74371859
5.987148307,17.84422111
25.82254335,17.93467337
11.97188537,18.01507538
15.44320738,18.07537688
14.50874272,18.08542714
15.31841879,18.08542714
10.85959287,18.11557789
19.93994583,18.30653266
10.3529709,18.31658291
17.01072383,18.31658291
23.37220645,18.32663317
23.81884127,18.34673367
11.72156963,18.41708543
5.258822802,18.44723618
5.399531373,18.59798995
26.01500554,18.6281407
35.67208858,18.64824121
7.386137252,19.04020101
6.126051519,19.08040201
23.02839501,19.21105528
25.9020612,19.27135678
25.9020612,19.27135678
23.44633557,19.30150754
28.35185103,19.31155779
21.92726291,19.32160804
21.92726291,19.32160804
22.01137622,19.4321608
6.073504636,19.46231156
6.135734807,19.70351759
24.75062524,19.84422111
6.079331022,19.85427136
35.28661712,19.86432161
22.81287347,19.95477387
5.897837755,20.03517588
7.716599973,20.04522613
11.61767944,20.08542714
6.108162054,20.09547739
12.9016725,20.1959799
8.542606331,20.1959799
28.07905037,20.22613065
13.33553304,20.31658291
39.85029062,20.31658291
7.235526562,20.38693467
12.30081627,20.39698492
7.343793382,20.42713568
28.52757262,20.43718593
5.918818212,20.44723618
18.52156296,20.45728643
5.785987571,20.49748744
5.793756085,20.52763819
26.9725022,20.5879397
26.10707884,20.63819095
31.78569817,20.76884422
20.4011603,20.95979899
20.4011603,20.95979899
8.585524633,21.05025126
31.84997988,21.09045226
6.761483108,21.17085427
5.463703672,21.22110553
6.063246916,21.35175879
14.07726197,21.4120603
7.828395449,21.56281407
6.247147328,21.58291457
8.126443774,21.58291457
11.175093,21.60301508
28.5114338,21.64321608
10.36303714,21.79396985
19.64487909,21.8241206
33.26458791,21.92462312
18.02870001,21.93467337
8.759522926,22.16582915
29.6648666,22.20603015
6.649085846,22.24623116
33.2473823,22.28643216
5.838479746,22.31658291
21.39728069,22.43718593
6.005557496,22.59798995
5.713827927,22.68844221
19.99539223,22.68844221
19.99539223,22.68844221
6.455365376,22.84924623
7.390267694,22.92964824
6.444806762,23.04020101
6.703656918,23.06030151
30.3102003,23.07035176
32.9331131,23.16080402
6.738505814,23.18090452
19.41540704,23.18090452
9.177873796,23.21105528
6.395077334,23.23115578
6.395077334,23.23115578
20.59217273,23.28140704
5.535945378,23.34170854
9.286879172,23.36180905
10.45305889,23.3919598
6.33673142,23.50251256
37.10630937,23.62311558
6.583545851,23.66331658
12.68204787,23.68341709
20.75295908,23.69346734
5.849448668,23.71356784
5.843348744,23.72361809
9.73786327,23.7638191
6.20132951,23.81407035
11.53047514,23.84422111
37.78066559,23.89447236
39.31393494,24.01507538
18.93356772,24.13567839
7.310448952,24.26633166
41.33087631,24.44723618
9.475511812,24.45728643
34.50943751,24.6281407
7.530812141,24.79899497
28.1611942,24.79899497
8.456687664,24.80904523
6.078701881,24.98994975
12.45911341,25.04020101
7.135821519,25.28140704
8.824543196,25.60301508
6.322671504,25.93467337
6.322835628,25.94472362
17.18340914,26.14572864
9.363825752,26.1959799
7.635057934,26.34673367
39.95795566,26.35678392
7.663123057,26.37688442
45.42102608,26.40703518
7.954879981,26.43718593
7.258066193,26.44723618
7.389365014,26.63819095
7.236948966,26.66834171
8.645730614,26.71859296
33.09720927,26.71859296
6.532722265,26.73869347
36.74138071,26.79899497
17.89182099,26.84924623
8.238321312,26.84924623
7.012291211,26.9798995
40.64631708,27.01005025
5.709861608,27.0201005
40.84132319,27.11055276
25.63645463,27.15075377
25.07326474,27.21105528
22.62719505,27.25125628
7.951980465,27.26130653
25.65221048,27.28140704
25.65221048,27.28140704
6.100229417,27.29145729
10.09847001,27.38190955
6.548423416,27.3919598
6.895407906,27.3919598
8.669446463,27.70351759
11.43845655,27.74371859
18.58907244,27.7638191
6.667057372,27.92462312
6.667057372,27.92462312
33.60328417,27.97487437
6.840918895,28.01507538
28.285381,28.11557789
7.315126472,28.2361809
31.65861185,28.38693467
31.65861185,28.38693467
5.982853742,28.45728643
7.867703034,28.51758794
6.89745945,28.87939698
28.60678957,28.87939698
26.66884632,28.88944724
27.05163709,28.91959799
7.992601038,28.94974874
33.9540435,29.11055276
41.32742972,29.21105528
27.13175673,29.24120603
7.2019633,29.25125628
8.18487175,29.4120603
46.07768432,29.45226131
7.583769332,29.51256281
8.564680945,29.57286432
9.169312019,29.60301508
22.79955211,29.8040201
7.1008085,29.87437186
8.922689066,29.95477387
38.00660898,30.05527638
30.3792416,30.13567839
10.6167174,30.33668342
6.250156259,30.44723618
9.044085768,30.53768844
47.95380771,30.59798995
18.62375721,30.59798995
9.550953927,30.83919598
9.798123959,30.93969849
9.088754721,30.94974874
7.546513291,30.96984925
16.88670115,31.05025126
10.09830589,31.09045226
31.57799984,31.19095477
21.15812536,31.22110553
32.46030057,31.45226131
6.013298656,31.58291457
7.866690939,31.61306533
12.78325738,31.67336683
11.5678406,31.79396985
11.48733801,31.88442211
23.64670305,32.04522613
5.446689533,32.12562814
7.031630433,32.1758794
6.593748863,32.20603015
32.65549815,32.25628141
7.581745142,32.30653266
14.26518341,32.40703518
6.833040966,32.61809045
11.52765769,32.70854271
11.88621289,32.80904523
23.02812147,32.93969849
5.39351351,32.98994975
5.39351351,32.98994975
8.39024499,33.16080402
41.13119269,33.16080402
6.787332563,33.31155779
20.3219707,33.4321608
7.286186024,33.48241206
24.36958512,33.8241206
7.803065718,33.96482412
8.2284739,34.16582915
12.95038983,34.1758794
6.298271807,34.28643216
7.995637323,34.30653266
12.60348741,34.30653266
7.007558983,34.46733668
12.52208214,34.47738693
9.806166011,34.64824121
14.40851796,34.73869347
13.36288697,34.87939698
13.37478592,34.91959799
26.64827617,34.92964824
9.394024481,35.01005025
15.83751415,35.18090452
14.92736713,35.20100503
7.047331584,35.21105528
40.18387169,35.22110553
40.18387169,35.22110553
14.92736713,35.33165829
32.57143955,35.34170854
6.757981806,35.46231156
8.320547199,35.55276382
7.357962713,35.61306533
8.291825582,35.70351759
25.00143335,35.86432161
46.56190343,35.86432161
13.36671651,35.90452261
8.157517829,36.12562814
35.4431089,36.22613065
8.190041641,36.28643216
14.55023862,36.31658291
25.59881563,36.39698492
10.341154,36.6281407
11.43167278,36.92964824
7.629122133,36.95979899
9.558175362,37.05025126
14.73988336,37.05025126
6.282625364,37.19095477
59.34748178,37.20100503
15.80036753,37.20100503
17.25376342,37.23115578
9.195599137,37.77386935
7.879902883,38.1758794
12.13496944,38.38693467
12.13496944,38.38693467
32.69770525,38.41708543
9.009018041,38.43718593
8.950125048,38.5879397
8.305256357,38.70854271
6.223677664,38.87939698
52.68321862,38.90954774
9.230475387,38.93969849
9.781684252,39.21105528
9.51665211,39.4321608
7.070773894,39.64321608
14.79579477,39.72361809
12.48195393,39.77386935
11.52380078,39.77386935
9.226782607,39.8040201
9.604977921,39.84422111
9.059568087,39.85427136
9.489161419,40.00502513
9.372797838,40.01507538
8.281868754,40.18592965
55.4578089,40.49748744
8.442518333,40.50753769
35.97645566,40.61809045
9.55076245,40.66834171
6.509854387,40.90954774
5.777726687,40.93969849
10.79115336,40.96984925
37.10149508,41
37.10149508,41
39.01356153,41.04020101
39.01356153,41.04020101
25.79177019,41.05025126
9.422472559,41.07035176
9.295523011,41.16080402
34.65255323,41.48241206
9.627025182,41.53266332
32.44427117,41.83417085
6.216483582,41.92462312
7.565031896,42.13567839
7.91825308,42.26633166
9.174536618,42.41708543
59.26963252,42.54773869
10.64133593,43
40.80278151,43.01005025
7.512594429,43.19095477
8.350472389,43.28140704
6.826831625,43.50251256
6.876369577,43.52261307
12.76244104,43.68341709
12.52186331,43.79396985
8.35424723,43.86432161
11.73453539,43.90452261
6.575749983,43.95477387
9.395009222,44.11557789
11.97834089,44.2160804
8.144278531,44.2160804
9.414512568,44.5678392
45.36087481,44.96984925
42.84871804,44.96984925
10.91974414,44.9798995
6.903285835,44.98994975
12.58773155,45.07035176
15.0122737,45.07035176
9.568460437,45.16080402
25.8612765,45.4321608
8.336904844,45.63316583
10.93183458,45.70351759
12.53253133,45.79396985
44.93940559,45.99497487
6.786840193,46.00502513
13.93581484,46.02512563
37.55324509,46.02512563
10.09611758,46.1959799
13.46190816,46.22613065
6.972491256,46.34673367
8.878293651,46.61809045
7.94475903,46.74874372
9.840248997,46.94974874
14.0673325,47.3718593
14.0673325,47.3718593
12.63699596,47.53266332
12.63699596,47.53266332
9.18055448,47.54271357
10.33395992,47.59296482
12.21325637,47.68341709
49.65954352,47.89447236
7.359166285,48.03517588
10.18542813,48.45728643
23.45673006,48.48743719
10.72328828,48.57788945
7.734243252,48.90954774
9.466512372,49.12060302
16.10418753,49.17085427
12.03578413,49.25125628
8.967029772,49.4120603
10.26316797,49.45226131
85.23761257,49.83417085
22.54537947,49.88442211
8.893693909,50.06532663
9.195817968,50.15577889
41.84586859,50.15577889
9.224949894,50.89949749
7.727213295,51.28140704
5.686665483,51.34170854
60.2889764,51.62311558
20.02725955,51.62311558
10.6236653,51.67336683
10.48435178,51.77386935
12.27078166,51.96482412
9.934866211,52.05527638
10.85879961,52.1959799
13.46283819,52.49748744
10.31927086,52.70854271
7.877523091,52.85929648
10.72698106,53.11055276
9.86133887,53.11055276
47.89748598,53.14070352
6.202779268,53.15075377
55.04503823,53.27135678
11.10334366,53.28140704
8.343907447,53.50251256
9.064136192,53.62311558
10.28108479,53.73366834
16.13058406,53.85427136
14.05283492,53.97487437
11.48824069,54.03517588
11.02702622,54.30653266
11.01137978,54.32663317
13.27899249,54.53768844
11.46479838,54.85929648
11.84099685,55.07035176
48.0517621,55.52261307
13.01149849,55.59296482
8.26105242,55.89447236
10.2717571,56.08542714
24.59385992,56.1758794
36.93802805,57.04020101
12.10799848,57.24120603
15.02430943,57.61306533
8.677844117,57.81407035
10.66097605,57.81407035
14.07964176,58.1758794
14.83578621,58.18592965
34.8591574,58.2160804
9.351598549,58.32663317
16.11190134,58.40703518
45.28773043,58.59798995
9.271478914,59.21105528
11.79441313,59.24120603
8.542852516,59.56281407
11.98099422,59.58291457
18.91488499,59.63316583
105,59.72361809
14.74516266,59.91457286
8.029227938,60.00502513
7.214737582,60.03517588
55.68900424,60.72864322
11.41739403,60.76884422
9.127597289,60.80904523
37.84292312,61.11055276
29.89559692,61.18090452
29.89559692,61.18090452
10.4471778,61.20100503
16.53186609,61.23115578
10.60424402,61.29145729
13.2643855,61.51256281
11.67952666,61.59296482
75.20441312,61.68341709
39.44386606,61.83417085
9.758953144,62.08542714
10.5518339,62.43718593
7.793273014,62.45728643
52.46143302,62.89949749
52.46143302,62.89949749
17.72509884,63
20.32470609,63.22110553
54.50107815,63.54271357
10.88065539,63.58291457
6.8988545,63.90452261
16.05328188,64.07537688
11.09415274,64.16582915
10.15563971,64.28643216
14.08637083,64.42713568
14.2515338,64.47738693
10.20350907,64.51758794
9.293635591,64.71859296
6.052797718,64.73869347
14.07674225,64.75879397
8.137959775,65.16080402
10.4042595,65.31155779
10.28444932,65.4321608
13.66309625,65.53266332
11.71754861,65.67336683
17.75215186,65.79396985
10.15717153,66.26633166
11.01036768,66.32663317
16.297908,66.35678392
9.606947404,66.52763819
50.46919224,66.61809045
84.48176902,66.91959799
15.018866,67.09045226
9.74686271,67.17085427
13.05220113,67.19095477
31.31523808,67.22110553
13.88797284,67.42211055
26.81349385,67.64321608
26.81349385,67.64321608
17.66150097,67.79396985
12.35905277,67.83417085
5.652801329,67.86432161
14.18358666,67.95477387
15.01867452,68.04522613
13.61057672,68.14572864
10.7795553,68.15577889
14.0237577,68.26633166
28.32507154,68.46733668
15.10090041,68.84924623
15.10090041,68.84924623
19.05222903,68.89949749
16.46487633,68.91959799
11.4834811,68.95979899
18.88299032,69.44221106
9.371348081,69.65326633
18.69501417,69.79396985
89.35744135,69.97487437
45.37794366,69.97487437
16.00645197,70.07537688
6.07024952,70.81909548
16.51569992,71.61306533
43.93447724,71.8040201
10.72536718,72.16582915
9.041076836,72.57788945
9.041076836,72.57788945
11.72042077,72.71859296
13.22450348,73.07035176
18.78782603,73.40201005
14.7175352,73.63316583
16.27121057,73.94472362
13.29540484,74.13567839
13.14859635,74.15577889
10.01547822,74.1959799
17.7478573,74.24623116
10.22892086,74.24623116
10.22892086,74.24623116
10.35387358,74.33668342
14.38731867,74.86934673
15.09682467,75.01005025
11.49513387,75.11055276
14.26882148,75.12060302
17.67528735,75.20100503
21.49619247,75.23115578
23.32001517,75.32160804
46.84829898,75.33165829
21.02067191,75.4321608
15.55992656,75.51256281
13.34491544,75.7839196
9.461944267,75.81407035
20.75025104,75.88442211
9.449771773,75.91457286
35.89483156,76.30653266
6.15961478,76.63819095
18.5452241,76.72864322
10.49764578,76.76884422
41.69339783,77
31.25358234,77.07035176
31.25358234,77.07035176
14.26272156,77.29145729
17.55927937,77.3718593
9.488094616,77.87437186
18.6843735,78.54773869
15.63591575,78.70854271
11.82431096,78.71859296
14.45113537,79.34170854
17.96146407,79.4120603
13.25169328,79.46231156
15.72500747,79.87437186
54.83151352,80.15577889
15.34314673,80.25628141
11.67044515,80.36683417
20.07170967,80.52763819
71.9472176,80.68844221
16.80266991,80.91959799
18.02853588,81
18.02853588,81
18.38484806,81.05025126
14.74551827,81.21105528
9.850862319,81.74371859
16.01660027,81.74371859
16.01660027,81.74371859
14.45288602,81.7638191
15.60924568,82.24623116
9.969441567,82.25628141
13.90241571,82.33668342
12.1269821,82.81909548
11.18507718,83.06030151
11.4266123,83.71356784
15.49170588,83.8040201
26.66028454,83.8040201
26.66028454,83.8040201
48.36132642,83.83417085
20.39317295,84.06532663
13.03592555,84.22613065
36.46346487,84.35678392
36.46346487,84.35678392
15.99280236,84.71859296
18.43548017,84.80904523
13.74020695,84.85929648
15.91829028,85.12060302
21.14975506,85.4120603
15.77769113,86.01507538
17.72583739,86.15577889
10.39214171,86.1959799
20.97154426,86.43718593
24.92120429,86.49748744
82.60572769,86.79899497
6.7418977,86.96984925
17.92478246,87.21105528
12.00309619,87.40201005
9.6198311,87.63316583
39.12825652,87.85427136
8.39519605,87.86432161
8.39519605,87.86432161
21.25093721,87.87437186
13.31269252,87.94472362
31.43346172,88.64824121
29.53778028,89.09045226
22.18091583,89.14070352
6.803799624,90.70854271
6.803799624,90.70854271
19.23364024,90.94974874
11.5434409,91.40201005
28.01375656,91.83417085
57.30633219,92.06532663
12.82136139,92.54773869
19.80954969,92.5678392
12.47306391,92.78894472
12.47306391,92.78894472
10.94778191,92.79899497
31.86994824,93.73366834
11.45637337,94.54773869
24.15770165,94.85929648
43.86918343,94.98994975
43.86918343,94.98994975
13.385071,95.08040201
18.2152264,95.29145729
92.98621253,95.30150754
13.35703323,95.34170854
29.91441642,95.3718593
55.10094965,96.14572864
55.10094965,96.16582915
12.06721378,96.30653266
21.24620499,96.45728643
90.6640561,96.49748744
13.83561743,96.82914573
11.83834352,96.90954774
12.07175453,97.08040201
73.94323323,97.26130653
17.40265081,97.57286432
12.7938707,98.61809045
10.67033109,98.92964824
16.3638583,99.30150754
25.94358445,99.34170854
19.49303747,99.93467337
14.76688168,100.2864322
14.76688168,100.2864322
13.38189794,100.4572864
81.06868351,100.6984925
81.06868351,100.6984925
28.64224025,101.6733668
10.74481582,103.040201
22.07727182,103.0603015
34.3987909,104.4874372
16.19872268,104.7386935
42.25590387,105
42.25590387,105
